X,Y,bio_9,bio_8,bio_7,bio_6,bio_5,bio_4,bio_3,bio_2,bio_19,bio_18,bio_17,bio_16,bio_15,bio_14,bio_13,bio_12,bio_11,bio_10,bio_1,sp
-64.48217,44.36825,17.43470,-0.82533,34.24400,-9.71200,24.53200,867.02900,30.30700,10.37830,408.00000,289.00000,289.00000,452.00000,17.86470,92.00000,164.00000,1492.00000,-3.73733,17.43470,6.91817,native
-64.37547,44.31176,17.18980,-0.52500,33.51110,-9.45000,24.06110,848.18200,30.16140,10.10740,406.00000,285.00000,285.00000,448.00000,17.93930,90.00000,162.00000,1465.00000,-3.45648,17.18980,6.92454,native
-88.42772,30.42981,15.88130,26.68070,26.83200,5.28400,32.11600,632.28900,38.76470,10.40130,393.00000,485.00000,328.00000,493.00000,18.03960,95.00000,180.00000,1646.00000,11.52470,26.96530,19.52330,native
-71.39167,41.48944,17.45000,2.94167,32.03000,-5.69000,26.34000,832.27900,28.83750,9.23667,308.00000,276.00000,262.00000,335.00000,11.43330,78.00000,119.00000,1202.00000,0.17333,20.33000,10.25000,native
-81.50000,31.50000,15.91330,26.51670,28.48000,4.38800,32.86800,628.84900,40.06440,11.41030,272.00000,467.00000,218.00000,478.00000,34.11490,64.00000,177.00000,1288.00000,11.32130,26.80270,19.34580,native
-81.47500,31.33750,16.29270,26.70800,27.88400,4.90000,32.78400,624.22400,38.73430,10.80070,271.00000,463.00000,221.00000,480.00000,34.43880,64.00000,177.00000,1289.00000,11.60530,26.95800,19.59270,native
-90.23333,29.16667,18.22000,27.45530,21.74000,9.58800,31.32800,559.92200,31.66970,6.88500,350.00000,487.00000,311.00000,522.00000,24.43730,85.00000,182.00000,1520.00000,13.97730,27.57200,21.08620,native
-91.11173,29.25596,17.73910,27.11010,22.84350,8.52609,31.36960,565.50300,33.57440,7.66956,341.00000,540.00000,306.00000,558.00000,28.55380,88.00000,201.00000,1565.00000,13.52030,27.36520,20.78410,native
-90.60480,29.29310,17.82810,27.23950,22.58420,8.93158,31.51580,564.40700,33.45760,7.55614,348.00000,515.00000,303.00000,540.00000,25.63600,85.00000,194.00000,1562.00000,13.66840,27.43420,20.86360,native
-90.17703,29.13754,18.39800,27.53930,21.58400,9.75200,31.33600,556.29000,31.74730,6.85233,350.00000,482.00000,313.00000,520.00000,24.47400,85.00000,180.00000,1513.00000,14.15470,27.65530,21.22180,native
-89.79295,29.45660,17.77870,27.41940,23.60560,8.20000,31.80560,590.25700,33.58040,7.92685,379.00000,467.00000,324.00000,503.00000,20.90590,85.00000,174.00000,1543.00000,13.22130,27.49070,20.70090,native
-70.51300,41.61100,20.25400,2.49000,31.36400,-5.52000,25.84400,826.57200,27.46040,8.61267,306.00000,258.00000,258.00000,327.00000,10.42880,78.00000,116.00000,1172.00000,-0.01667,20.25400,10.06830,native
-74.10500,40.42900,1.09479,22.17190,33.74380,-4.61875,29.12500,877.24700,29.36650,9.90938,271.00000,320.00000,271.00000,332.00000,10.62400,79.00000,116.00000,1197.00000,1.09479,22.74170,11.98020,native
-89.87300,30.13600,16.31330,27.00070,26.72800,5.97600,32.70400,628.74800,38.60990,10.31970,413.00000,445.00000,326.00000,457.00000,16.90670,78.00000,164.00000,1566.00000,11.95600,27.29470,19.92620,native
-64.29655,45.85427,-1.73750,2.38333,35.93750,-12.25000,23.68750,944.06000,27.14490,9.75521,305.00000,265.00000,264.00000,334.00000,11.66700,83.00000,116.00000,1154.00000,-6.07083,17.02500,5.77240,native
-70.88722,43.13472,-2.27014,4.07917,38.32500,-10.34170,27.98330,941.93600,31.18610,11.95210,252.00000,252.00000,248.00000,309.00000,11.50130,76.00000,113.00000,1088.00000,-3.37569,20.02640,8.48924,native
-81.50000,31.25000,16.63000,27.01670,28.00800,5.04800,33.05600,626.40400,38.49260,10.78100,271.00000,450.00000,227.00000,469.00000,33.67130,64.00000,171.00000,1282.00000,11.89800,27.30870,19.94680,native
-71.32280,41.62490,17.40100,2.34687,32.89370,-6.38125,26.51250,847.15700,29.02020,9.54583,311.00000,271.00000,263.00000,335.00000,10.81300,80.00000,117.00000,1204.00000,-0.39063,20.23020,9.92708,native
-64.35833,45.09528,17.73250,-1.36491,34.92630,-10.27370,24.65260,908.52100,28.20980,9.85263,319.00000,234.00000,234.00000,344.00000,14.37240,77.00000,119.00000,1166.00000,-4.51053,17.73250,6.75614,native
-70.71773,42.15705,17.93770,1.75145,33.66090,-6.60870,27.05220,860.90600,28.82440,9.70254,312.00000,265.00000,258.00000,332.00000,10.28070,82.00000,115.00000,1200.00000,-0.74710,20.50650,9.81141,native
-97.61700,27.77800,15.58800,26.75270,27.29200,7.36400,34.65600,584.43000,41.02300,11.19600,124.00000,231.00000,119.00000,308.00000,45.28700,35.00000,128.00000,784.00000,14.43730,28.77270,22.17270,native
-74.41667,39.36667,14.47420,22.61210,31.80000,-3.25455,28.54550,841.30800,29.15480,9.27121,256.00000,279.00000,242.00000,285.00000,12.93600,73.00000,113.00000,1059.00000,2.30606,22.83790,12.55300,native
-89.41267,30.25808,16.05000,26.78650,27.35620,5.20000,32.55620,637.26000,38.76890,10.60570,422.00000,449.00000,325.00000,475.00000,17.78070,76.00000,164.00000,1643.00000,11.53440,27.04170,19.60390,native
-90.10878,29.18039,18.29840,27.49840,21.68100,9.70476,31.38570,560.50400,31.16440,6.75675,356.00000,479.00000,317.00000,518.00000,23.86640,85.00000,179.00000,1519.00000,13.99760,27.59290,21.11530,native
-89.35425,30.33919,16.08330,26.79850,27.16360,5.40000,32.56360,636.21000,38.38410,10.42650,420.00000,454.00000,322.00000,478.00000,17.78330,76.00000,164.00000,1639.00000,11.55760,27.04850,19.59810,native
-96.98800,28.21675,18.18750,26.18820,25.20000,7.63333,32.83330,590.23300,36.81660,9.27778,170.00000,272.00000,147.00000,339.00000,41.71120,36.00000,159.00000,952.00000,13.92360,28.43750,21.65450,native
-81.02077,31.96959,15.83700,26.60740,28.27780,4.38889,32.66670,645.68900,38.18110,10.79680,249.00000,475.00000,214.00000,481.00000,36.41580,62.00000,188.00000,1271.00000,11.00830,26.89440,19.27010,native
-85.30500,30.01000,16.54400,26.77530,26.63200,5.46800,32.10000,608.53100,41.91570,11.16300,363.00000,599.00000,308.00000,612.00000,34.25430,86.00000,224.00000,1644.00000,12.07800,26.90600,19.80150,native
-81.07800,29.00700,16.37600,26.69400,24.00000,8.14000,32.14000,474.44000,46.84170,11.24200,209.00000,516.00000,195.00000,516.00000,43.45550,58.00000,177.00000,1292.00000,15.15330,26.69400,21.31270,native
-90.12572,29.70481,17.11200,27.23130,25.14000,7.13200,32.27200,604.62200,36.19200,9.09867,393.00000,485.00000,325.00000,500.00000,19.03390,84.00000,178.00000,1595.00000,12.71870,27.43670,20.41000,native
-89.17394,29.49410,23.72500,27.94170,22.60000,9.40000,32.00000,586.05200,30.78910,6.95833,382.00000,441.00000,310.00000,505.00000,23.03410,85.00000,176.00000,1530.00000,13.85000,28.00830,21.21250,native
-90.06202,30.03326,17.00870,27.54670,27.44000,5.90000,33.34000,624.86000,40.39970,11.08570,403.00000,463.00000,326.00000,466.00000,16.47660,79.00000,167.00000,1587.00000,12.59870,27.83330,20.57820,native
-93.27084,30.13584,16.11470,27.14470,27.33600,5.46000,32.79600,649.29400,38.21940,10.44770,349.00000,407.00000,271.00000,420.00000,17.67530,87.00000,146.00000,1435.00000,11.65670,27.57070,19.94150,native
-96.23100,31.81500,27.87400,22.56130,33.43200,1.88000,35.31200,751.97400,38.76530,12.96000,225.00000,195.00000,195.00000,300.00000,23.96750,51.00000,123.00000,1011.00000,9.29733,27.87400,18.83770,native
-71.83333,41.31667,17.92140,2.28095,33.28570,-6.34286,26.94290,860.16600,29.50290,9.82024,301.00000,267.00000,261.00000,328.00000,10.71790,79.00000,116.00000,1182.00000,-0.37381,20.65710,10.18040,native
-71.76667,41.33333,18.00420,2.21250,33.42500,-6.40000,27.02500,865.26600,29.57490,9.88542,299.00000,265.00000,260.00000,325.00000,10.53120,78.00000,115.00000,1174.00000,-0.45417,20.73330,10.18230,native
-71.63333,41.36667,17.78750,2.16528,33.08330,-6.39167,26.69170,858.38600,29.38710,9.72222,301.00000,265.00000,261.00000,329.00000,11.18000,78.00000,118.00000,1181.00000,-0.50278,20.52220,10.04720,native
-71.51667,41.38333,17.73870,2.33267,32.86800,-6.24800,26.62000,852.10100,29.12760,9.57367,308.00000,269.00000,265.00000,337.00000,11.63840,78.00000,121.00000,1206.00000,-0.34667,20.49400,10.10520,native
-71.45000,41.58333,17.92860,1.96548,33.87860,-6.82143,27.05710,868.23200,30.02320,10.17140,309.00000,272.00000,266.00000,337.00000,11.06460,80.00000,120.00000,1214.00000,-0.70476,20.61190,10.02980,native
-71.45000,41.64400,18.22270,1.80267,34.66800,-7.12400,27.54400,885.60700,30.28150,10.49800,307.00000,272.00000,264.00000,333.00000,10.65530,80.00000,117.00000,1200.00000,-0.90400,20.89070,10.08700,native
-71.45000,41.70000,18.49580,1.74792,35.20620,-7.29375,27.91250,897.83900,30.41450,10.70780,305.00000,271.00000,263.00000,330.00000,10.36230,80.00000,116.00000,1194.00000,-0.97188,21.14370,10.20230,native
-71.40000,41.76667,19.15460,1.79074,36.31670,-7.46111,28.85560,919.48200,30.86410,11.20880,303.00000,272.00000,264.00000,326.00000,9.58503,82.00000,114.00000,1187.00000,-0.91482,21.74350,10.54370,native
-71.36667,41.80000,19.11800,1.70800,36.55600,-7.62400,28.93200,921.32000,31.00180,11.33300,305.00000,276.00000,267.00000,328.00000,9.16567,84.00000,115.00000,1195.00000,-0.99067,21.70930,10.48780,native
-71.23333,41.70000,17.99330,2.29333,33.94000,-6.58000,27.36000,867.47500,29.39500,9.97667,309.00000,275.00000,265.00000,332.00000,9.99045,83.00000,116.00000,1202.00000,-0.42000,20.80000,10.18670,native
-71.28333,41.68333,17.82500,2.27917,33.71250,-6.57083,27.14170,862.72300,29.35670,9.89688,311.00000,275.00000,265.00000,334.00000,10.21650,83.00000,116.00000,1205.00000,-0.44583,20.63470,10.08770,native
-71.08333,41.78333,18.09730,1.51933,34.78000,-7.28800,27.49200,881.32400,29.91180,10.40330,319.00000,286.00000,275.00000,339.00000,8.96675,89.00000,117.00000,1238.00000,-1.08733,20.67600,9.83733,native
-71.87000,41.59200,17.39070,1.06133,35.00400,-8.13600,26.86800,887.29400,31.00980,10.85470,313.00000,292.00000,287.00000,342.00000,8.41778,90.00000,122.00000,1255.00000,-1.74933,20.02670,9.27400,native
-71.87000,41.52400,17.37530,1.21400,34.40000,-7.78400,26.61600,878.57900,30.52330,10.50000,316.00000,290.00000,284.00000,345.00000,9.17870,88.00000,123.00000,1261.00000,-1.55733,20.00330,9.35567,native
-97.37000,30.34944,12.44470,23.44670,31.92800,3.49600,35.42400,711.80600,39.43770,12.59170,169.00000,194.00000,167.00000,284.00000,32.77250,47.00000,118.00000,871.00000,10.75530,28.25530,19.87680,native
-74.76667,40.21667,0.90200,22.42930,36.00000,-5.36000,30.64000,900.20400,32.74440,11.78800,259.00000,334.00000,259.00000,338.00000,12.81210,72.00000,120.00000,1190.00000,0.90200,23.15270,12.12000,native
-80.93883,34.01083,12.96000,26.43000,32.73200,0.89600,33.62800,744.89000,39.71850,13.00070,290.00000,363.00000,237.00000,363.00000,19.90610,72.00000,127.00000,1170.00000,8.00933,26.43000,17.41570,native
-93.37528,29.90481,16.25670,27.36600,26.00800,6.29200,32.30000,647.18300,34.06640,8.86000,336.00000,464.00000,265.00000,469.00000,22.33310,86.00000,162.00000,1456.00000,11.87400,27.73600,20.18130,native
-70.27449,43.65064,19.58970,3.83016,37.28100,-10.67140,26.60950,944.33100,29.05010,10.83020,289.00000,248.00000,248.00000,336.00000,13.37310,81.00000,119.00000,1157.00000,-3.83016,19.58970,8.12262,native
-70.21859,41.66047,20.05180,6.87807,30.80000,-5.35789,25.44210,815.43700,26.56360,8.18158,293.00000,240.00000,240.00000,314.00000,10.87990,76.00000,111.00000,1107.00000,0.14123,20.05180,10.03680,native
-77.08095,35.84153,11.78670,25.18000,32.65200,-0.59200,32.06000,765.42600,38.51730,12.57670,281.00000,384.00000,235.00000,384.00000,20.37900,71.00000,138.00000,1215.00000,6.28400,25.18000,15.93830,native
-76.33195,34.88617,12.08750,25.20830,28.47500,2.42500,30.90000,702.31900,34.51130,9.82708,333.00000,461.00000,291.00000,491.00000,22.82960,81.00000,170.00000,1460.00000,8.19583,25.45420,17.02600,native
-70.66943,41.52395,17.30000,3.10476,30.84290,-5.04286,25.80000,814.61600,26.89900,8.29643,312.00000,263.00000,259.00000,331.00000,10.41940,78.00000,115.00000,1185.00000,0.41429,20.15950,10.17440,native
-75.51667,39.48333,1.91400,22.69130,33.87200,-3.86000,30.01200,866.30100,31.41930,10.64230,255.00000,308.00000,255.00000,317.00000,11.66450,73.00000,110.00000,1134.00000,1.91400,23.19930,12.61020,native
-70.22000,43.76500,18.19470,3.12533,37.26800,-11.43600,25.83200,945.39800,28.68770,10.69130,290.00000,249.00000,248.00000,335.00000,12.99580,81.00000,119.00000,1152.00000,-4.56400,18.88600,7.39000,native
-72.99200,40.68900,18.00000,8.32222,28.80000,-2.30000,26.50000,787.03800,26.53360,7.64167,275.00000,252.00000,230.00000,287.00000,12.02720,71.00000,104.00000,1054.00000,2.30000,21.39440,11.64310,native
-75.16200,38.20100,16.75000,23.49440,29.36670,-0.56667,28.80000,781.47600,29.35110,8.61944,278.00000,296.00000,245.00000,296.00000,11.62320,77.00000,111.00000,1072.00000,4.66111,23.49440,13.94580,native
-76.19200,35.51400,13.38800,25.02200,29.88400,1.46400,31.34800,717.70500,36.31930,10.85370,295.00000,426.00000,276.00000,430.00000,20.78900,86.00000,155.00000,1330.00000,7.62333,25.24930,16.65550,native
-81.21000,31.64500,16.19200,26.66600,27.50000,5.05600,32.55600,632.21700,37.01940,10.18030,264.00000,468.00000,220.00000,492.00000,35.65700,64.00000,183.00000,1289.00000,11.37600,26.91870,19.46880,native
-83.03000,29.14500,18.29580,27.00420,25.45000,7.36250,32.81250,535.13900,46.41040,11.81150,283.00000,627.00000,206.00000,636.00000,50.13590,61.00000,240.00000,1471.00000,14.02500,27.02710,20.88180,native
-83.95127,30.07190,16.71270,27.01570,27.38820,5.50000,32.88820,605.07100,43.39200,11.88430,326.00000,568.00000,250.00000,568.00000,35.53890,72.00000,210.00000,1505.00000,12.25100,27.01570,19.98240,native
-93.85000,30.00000,16.22600,27.22000,26.66000,5.96000,32.62000,643.64300,36.29780,9.67700,344.00000,422.00000,263.00000,428.00000,19.46060,85.00000,153.00000,1448.00000,11.82730,27.60270,20.05620,native
-81.42398,31.53748,15.91730,26.54600,28.43200,4.40800,32.84000,631.26900,39.57040,11.25070,271.00000,467.00000,217.00000,482.00000,34.53690,64.00000,178.00000,1288.00000,11.29800,26.83800,19.36300,native
-81.32000,31.54502,16.16130,26.66670,27.79600,4.88800,32.68400,630.31100,37.98390,10.55800,269.00000,467.00000,221.00000,492.00000,35.31100,64.00000,181.00000,1294.00000,11.44000,26.94470,19.51200,native
-81.40927,31.31045,16.42050,26.78410,27.55910,5.05000,32.60910,626.05600,37.33990,10.29050,273.00000,457.00000,226.00000,486.00000,34.88900,64.00000,177.00000,1294.00000,11.62730,27.00910,19.65440,native
-75.35734,39.78975,1.41800,22.78000,34.42800,-4.28800,30.14000,891.90800,30.57400,10.52600,254.00000,306.00000,254.00000,316.00000,11.86680,73.00000,112.00000,1128.00000,1.41800,23.43330,12.56170,native
-75.45201,39.62434,1.46133,22.63530,34.31200,-4.26400,30.04800,883.50000,30.94060,10.61630,256.00000,307.00000,256.00000,317.00000,11.48110,73.00000,111.00000,1138.00000,1.46133,23.26400,12.46780,native
-75.41338,39.43262,8.49467,22.68270,34.12800,-4.04000,30.08800,870.75100,31.61430,10.78930,256.00000,302.00000,256.00000,313.00000,10.90450,75.00000,107.00000,1125.00000,1.78267,23.24670,12.59600,native
-90.20833,29.10583,18.47950,27.57050,21.48460,9.83846,31.32310,554.08100,31.74300,6.81987,350.00000,480.00000,312.00000,519.00000,24.54500,85.00000,180.00000,1508.00000,14.23850,27.68460,21.27920,native
-75.90060,37.30222,16.22580,23.97420,30.89090,-0.79091,30.10000,791.77000,30.88830,9.54167,264.00000,287.00000,232.00000,289.00000,12.71360,71.00000,104.00000,1042.00000,4.90000,24.32880,14.68140,native
-77.86389,34.14111,12.93440,23.95000,27.81330,1.79333,29.60670,653.48300,38.32290,10.65890,307.00000,510.00000,258.00000,537.00000,33.31900,75.00000,191.00000,1432.00000,8.17111,24.28330,16.44890,native
-97.62600,27.86900,15.47200,26.73130,27.66000,7.24000,34.90000,591.91300,40.87850,11.30700,124.00000,234.00000,120.00000,303.00000,44.11100,36.00000,126.00000,787.00000,14.33400,28.88000,22.14920,native
-97.17726,27.94229,18.64400,26.62930,25.10000,8.19600,33.29600,580.28400,36.97740,9.28133,150.00000,247.00000,134.00000,334.00000,45.82580,33.00000,154.00000,868.00000,14.43400,28.68200,22.08270,native
-74.05000,40.82000,0.74028,22.58120,34.98330,-4.96250,30.02080,913.19400,29.35920,10.27080,267.00000,321.00000,267.00000,331.00000,10.51180,76.00000,116.00000,1218.00000,0.74028,23.33400,12.13510,native
-77.57700,34.56200,12.85870,24.95070,29.95600,1.24400,31.20000,706.83400,38.61890,11.56870,303.00000,499.00000,250.00000,502.00000,31.96360,76.00000,195.00000,1386.00000,7.87467,25.29930,16.76570,native
-76.27960,34.95010,12.29440,25.37780,28.36670,2.80000,31.16670,696.65100,34.18530,9.69722,332.00000,461.00000,293.00000,489.00000,22.54890,83.00000,168.00000,1458.00000,8.51667,25.60560,17.27920,native
-95.04103,29.15057,16.64050,27.60480,23.21430,8.32857,31.54290,617.87800,28.54870,6.62738,261.00000,349.00000,201.00000,391.00000,28.09930,63.00000,166.00000,1195.00000,12.69520,27.85000,20.63270,native
-94.93008,29.31968,16.91670,27.79710,24.11180,7.80000,31.91180,621.07900,30.82660,7.43284,256.00000,332.00000,204.00000,374.00000,25.98740,67.00000,160.00000,1173.00000,12.86180,28.10290,20.85610,native
-94.74628,29.33193,16.87780,28.01110,22.60000,8.96667,31.56670,611.10600,27.07720,6.11944,254.00000,313.00000,199.00000,362.00000,25.44670,64.00000,155.00000,1133.00000,13.32220,28.21670,21.12920,native
-94.49822,29.58663,16.45070,27.44200,25.94000,6.38800,32.32800,637.52200,34.46030,8.93900,284.00000,365.00000,225.00000,392.00000,23.07020,72.00000,159.00000,1280.00000,12.12000,27.76870,20.30950,native
-94.18300,29.80200,16.27800,27.17930,26.98000,5.61600,32.59600,641.85800,37.80330,10.19930,316.00000,398.00000,251.00000,412.00000,20.13020,81.00000,157.00000,1396.00000,11.81130,27.55930,20.05700,native
-76.00000,38.40000,9.58733,23.44400,33.76400,-2.86400,30.90000,840.52300,33.61770,11.35070,257.00000,301.00000,242.00000,306.00000,13.06820,78.00000,109.00000,1092.00000,3.24333,23.94800,13.72100,native
-84.46667,30.78333,15.55330,26.59130,29.27200,3.64000,32.91200,638.37900,44.56700,13.04570,358.00000,454.00000,254.00000,454.00000,24.03140,73.00000,166.00000,1435.00000,10.95730,26.59130,19.09080,native
-68.78333,48.35000,-4.83947,13.30260,39.44210,-17.02630,22.41580,1076.91000,22.32450,8.80526,198.00000,271.00000,176.00000,271.00000,17.36480,54.00000,95.00000,924.00000,-10.74560,15.94910,3.08553,native
-72.75500,41.26900,17.30310,9.12708,34.66250,-6.19375,28.46880,888.20500,30.01110,10.40260,288.00000,285.00000,283.00000,311.00000,6.01122,89.00000,106.00000,1175.00000,-0.37708,21.56040,10.62530,native
-73.13900,41.15000,0.09000,9.33667,34.18000,-5.60000,28.58000,890.30200,29.52020,10.09000,275.00000,281.00000,275.00000,318.00000,7.71940,81.00000,108.00000,1166.00000,0.09000,21.96330,11.03170,native
-70.70200,41.38800,17.33130,2.83533,30.74000,-5.21200,25.52800,812.60400,27.31290,8.39600,312.00000,260.00000,259.00000,331.00000,10.74360,77.00000,115.00000,1182.00000,0.22267,20.03730,10.09930,native
-70.06600,41.92200,16.39610,2.85588,28.70590,-4.61176,24.09410,774.66100,25.34490,7.27549,280.00000,230.00000,230.00000,304.00000,12.29230,72.00000,109.00000,1061.00000,0.37843,19.13530,9.63578,native
-73.10100,41.17700,-0.06667,9.74561,34.76320,-5.87368,28.88950,900.54500,29.64930,10.30700,279.00000,281.00000,279.00000,318.00000,7.39686,83.00000,108.00000,1171.00000,-0.06667,22.17280,11.12110,native
-72.62800,41.27800,20.85560,2.15556,34.58000,-6.24000,28.34000,882.96200,30.21980,10.45000,295.00000,284.00000,283.00000,315.00000,6.71506,90.00000,110.00000,1190.00000,-0.39333,21.41110,10.54110,native
-72.47300,41.27400,21.12500,2.11786,34.29290,-6.35000,27.94290,875.91700,30.14820,10.33870,305.00000,284.00000,284.00000,328.00000,7.50778,91.00000,115.00000,1215.00000,-0.46548,21.12500,10.37110,native
-70.06600,41.71500,19.45000,7.03333,29.16000,-4.70000,24.46000,785.06500,25.49040,7.43300,296.00000,237.00000,237.00000,316.00000,11.07270,76.00000,110.00000,1109.00000,0.37067,19.45000,9.86983,native
-69.96900,41.82700,19.15000,7.00227,28.30910,-4.31818,23.99090,768.07800,24.77650,7.01402,293.00000,233.00000,233.00000,313.00000,11.58300,75.00000,109.00000,1094.00000,0.53258,19.15000,9.75284,native
-70.35900,41.70400,20.05200,6.85533,31.12000,-5.58400,25.53600,817.63600,27.08440,8.42867,296.00000,248.00000,248.00000,319.00000,10.74810,77.00000,115.00000,1133.00000,0.03800,20.05200,10.01430,native
-70.16200,41.74500,19.74470,6.97400,29.99600,-5.02800,24.96800,799.03500,26.17680,7.85200,293.00000,239.00000,239.00000,315.00000,10.94100,76.00000,111.00000,1105.00000,0.26733,19.74470,9.95767,native
-73.32400,41.11700,0.07667,9.29000,34.26000,-5.76000,28.50000,882.53300,29.87940,10.23670,275.00000,285.00000,275.00000,325.00000,8.37875,80.00000,109.00000,1186.00000,0.07667,21.79670,10.98670,native
-96.97000,27.97000,18.30330,26.33000,23.41000,8.78000,32.19000,573.75700,32.27960,7.55667,161.00000,255.00000,129.00000,335.00000,45.74150,31.00000,160.00000,888.00000,14.28330,28.36330,21.80580,native
-94.98400,29.31000,16.88130,27.76130,24.58000,7.46800,32.04800,623.39600,32.21590,7.91867,256.00000,338.00000,203.00000,377.00000,26.53470,67.00000,161.00000,1181.00000,12.78470,28.08270,20.80800,native
-85.59600,30.17900,16.78930,27.12000,27.29200,5.26800,32.56000,617.27800,41.95860,11.45130,364.00000,581.00000,300.00000,581.00000,31.21260,87.00000,216.00000,1625.00000,12.10730,27.12000,19.93870,native
-79.95000,32.75000,15.20470,26.39870,28.00400,3.96000,31.96400,666.66500,36.36390,10.18330,257.00000,472.00000,225.00000,477.00000,35.29490,65.00000,183.00000,1280.00000,10.27800,26.67670,18.73700,native
-77.81000,34.20000,13.92000,25.57830,29.44000,2.18000,31.62000,694.49500,38.14820,11.23080,305.00000,513.00000,254.00000,532.00000,33.62470,75.00000,195.00000,1423.00000,8.79333,25.90830,17.57210,native
-75.55000,35.80000,10.43670,24.75170,27.30000,2.37000,29.67000,707.76400,30.37850,8.29333,307.00000,413.00000,289.00000,413.00000,16.63920,84.00000,150.00000,1334.00000,7.60167,24.75170,16.23000,native
-75.96000,37.10000,11.89520,24.18810,29.77140,0.21429,29.98570,770.21000,30.57020,9.10119,267.00000,310.00000,237.00000,316.00000,13.83440,74.00000,113.00000,1089.00000,5.61190,24.35480,14.99350,native
-70.28000,41.68700,20.14670,6.91733,31.10000,-5.51200,25.58800,820.03800,26.89280,8.36367,293.00000,243.00000,243.00000,316.00000,11.03020,76.00000,113.00000,1113.00000,0.09867,20.14670,10.08450,native
-85.16500,29.83600,19.53400,26.89930,25.69200,6.26000,31.95200,597.49500,40.36920,10.37170,336.00000,559.00000,299.00000,593.00000,34.68480,82.00000,213.00000,1562.00000,12.47470,27.01800,20.05550,native
-80.04139,32.62417,15.23330,26.29330,27.70000,4.09000,31.79000,662.94500,35.84240,9.92833,256.00000,475.00000,223.00000,480.00000,35.95230,65.00000,187.00000,1278.00000,10.24830,26.55000,18.65670,native
-80.54700,32.53500,15.28110,26.63860,28.90910,3.74545,32.65450,662.66300,38.66880,11.17880,264.00000,470.00000,221.00000,470.00000,33.55850,64.00000,182.00000,1268.00000,10.33940,26.63860,18.75150,native
-92.48100,30.80990,23.89730,11.43530,29.58000,3.61600,33.19600,681.31200,39.43990,11.66630,433.00000,376.00000,360.00000,445.00000,10.94630,117.00000,163.00000,1587.00000,10.37200,27.14270,19.02780,native
-75.06667,38.50000,15.08420,23.19000,30.87500,-2.02500,28.85000,822.27500,28.39000,8.76542,265.00000,287.00000,250.00000,291.00000,10.06220,80.00000,109.00000,1082.00000,3.32417,23.49920,13.46810,native
-72.85300,40.87400,18.94670,2.86267,32.43200,-4.92000,27.51200,858.90000,28.35370,9.19567,279.00000,255.00000,246.00000,296.00000,10.13320,77.00000,103.00000,1092.00000,0.34533,21.48530,10.95020,native
-61.03361,46.60056,12.24210,-0.97281,33.08420,-11.17370,21.91050,858.47900,25.05970,8.29079,349.00000,315.00000,259.00000,436.00000,21.51910,81.00000,152.00000,1348.00000,-4.94561,16.15960,5.50680,native
-60.83389,45.63583,10.93330,-0.18750,30.83750,-9.67500,21.16250,824.64700,22.33480,6.88750,387.00000,324.00000,316.00000,473.00000,17.45220,100.00000,172.00000,1513.00000,-4.55208,16.04790,5.60000,native
-62.90000,45.66750,16.98870,3.08600,35.43600,-11.88800,23.54800,930.36100,26.65180,9.44433,327.00000,258.00000,258.00000,376.00000,16.11880,83.00000,130.00000,1225.00000,-5.54333,16.98870,5.84083,native
-62.43417,45.61833,13.66130,3.54800,35.15600,-11.70000,23.45600,919.44800,26.56070,9.33767,309.00000,291.00000,271.00000,406.00000,17.65960,85.00000,142.00000,1286.00000,-5.20333,17.08200,5.98983,native
-62.77800,45.52600,16.96530,3.17133,35.34400,-11.75200,23.59200,919.50100,27.19560,9.61200,340.00000,268.00000,268.00000,396.00000,16.68720,86.00000,138.00000,1281.00000,-5.30533,16.96530,5.93033,native
-63.65000,45.83500,17.33910,2.82609,36.63910,-12.31740,24.32170,952.80500,26.97580,9.88370,274.00000,238.00000,238.00000,311.00000,12.15940,74.00000,105.00000,1084.00000,-5.89275,17.33910,5.94438,native
-89.43717,29.20517,23.53060,27.50560,22.30000,8.96667,31.26670,584.20900,30.48700,6.79861,354.00000,437.00000,295.00000,511.00000,26.19360,86.00000,178.00000,1475.00000,13.44170,27.53060,20.86870,native
-92.86100,29.76860,16.32470,27.22070,26.16800,6.23200,32.40000,636.14900,35.79820,9.36767,337.00000,461.00000,267.00000,472.00000,22.12160,88.00000,164.00000,1463.00000,11.97800,27.57070,20.17180,native
-63.98701,45.22104,16.97870,-1.66867,34.80000,-10.94800,23.85200,896.06000,28.51150,9.92200,336.00000,244.00000,244.00000,363.00000,15.02240,79.00000,125.00000,1213.00000,-4.82800,16.97870,6.21200,native
-75.95000,37.28000,16.14390,23.97120,31.04550,-0.89091,30.15450,796.66600,31.20790,9.68864,265.00000,289.00000,233.00000,291.00000,12.71060,71.00000,105.00000,1048.00000,4.78864,24.36740,14.65340,native
-76.94000,38.06000,3.58684,23.66050,34.51580,-3.06842,31.44740,838.39900,35.55200,12.27110,238.00000,300.00000,238.00000,301.00000,12.16300,74.00000,105.00000,1060.00000,3.58684,24.30350,14.13380,native
-94.63333,29.81667,16.27200,26.40070,27.37200,5.68000,33.05200,650.20000,37.17180,10.17470,294.00000,377.00000,246.00000,389.00000,21.43580,77.00000,157.00000,1344.00000,11.86070,27.83470,20.15930,native
